# Axisymmetric transonic bump approximate surface coordinates
# Nondimensionalized by chord (20.32 cm)
VARIABLES = "X","Y"
 1.643085957E+00 3.750000000E-01
 1.679574966E+00 3.750000000E-01
 1.717324972E+00 3.750000000E-01
 1.756381989E+00 3.750000000E-01
 1.796790004E+00 3.750000000E-01
 1.838595986E+00 3.750000000E-01
 1.881847978E+00 3.750000000E-01
 1.926596999E+00 3.750000000E-01
 1.972893000E+00 3.750000000E-01
 2.020792007E+00 3.750000000E-01
 2.070347071E+00 3.750000000E-01
 2.121617079E+00 3.750000000E-01
 2.174659967E+00 3.750000000E-01
 2.229538918E+00 3.750000000E-01
 2.286315918E+00 3.750000000E-01
 2.345057964E+00 3.750000000E-01
 2.405831099E+00 3.750000000E-01
 2.468707085E+00 3.750000000E-01
 2.533759117E+00 3.750000000E-01
 2.601061106E+00 3.750000000E-01
 2.670691013E+00 3.750000000E-01
 2.742729902E+00 3.750000000E-01
 2.817260981E+00 3.750000000E-01
 2.894371033E+00 3.750000000E-01
 2.974148989E+00 3.750000000E-01
 3.056685925E+00 3.750000000E-01
 3.142079115E+00 3.750000000E-01
 3.230426073E+00 3.750000000E-01
 3.321830034E+00 3.750000000E-01
 3.416395903E+00 3.750000000E-01
 3.514233112E+00 3.750000000E-01
 3.615454912E+00 3.750000000E-01
 3.720179081E+00 3.750000000E-01
 3.828526020E+00 3.750000000E-01
 3.940620899E+00 3.750000000E-01
 4.056594849E+00 3.750000000E-01
 4.176579952E+00 3.750000000E-01
 4.300716877E+00 3.750000000E-01
 4.429148197E+00 3.750000000E-01
